year,code,jurisdiction,season,tmean_c,tmax_c,precip_mm
2005,MB,Manitoba,jja,14.567997438489568,19.387802684195766,347.4472862770745
2006,MB,Manitoba,jja,16.175341295290274,21.33098424867385,262.1091066876847
2007,MB,Manitoba,jja,14.637182026048599,19.44233981427351,274.56969450386936
2008,MB,Manitoba,jja,15.562674510404234,20.747625071671692,284.60272117640955
2009,MB,Manitoba,jja,12.573698484419102,17.37561804507996,272.90267932243654
2010,MB,Manitoba,jja,15.402204524123258,20.43410130621581,316.69377000129276
2011,MB,Manitoba,jja,15.812251065860869,20.929932222278484,271.02490570237006
2012,MB,Manitoba,jja,16.06590415031137,21.169398055671213,238.7457739344885
2013,MB,Manitoba,jja,16.108097267376476,21.262161468334927,208.85438033036402
2014,MB,Manitoba,jja,15.327791177136366,20.5416136865481,269.51032652188854
2015,MB,Manitoba,jja,15.18684057932687,20.121486008171342,277.4058414145475
2016,MB,Manitoba,jja,15.361223269586691,20.341016978721445,257.75315298171967
2017,MB,Manitoba,jja,15.867533745205588,21.09199411917888,190.86535874234963
2018,MB,Manitoba,jja,15.82138221482458,21.166697550376853,276.4860475760833
2019,MB,Manitoba,jja,14.937642885444248,19.816976693230064,288.8265698063217
2020,MB,Manitoba,jja,15.482752590924592,20.310780829279473,340.2969180350819
2021,MB,Manitoba,jja,15.881450818659118,21.3569511843067,240.92682855940424
2022,MB,Manitoba,jja,15.487716459547634,20.668228360447635,258.294190057929
2023,MB,Manitoba,jja,16.523452131392983,21.611605079088996,247.78845656058104
2024,MB,Manitoba,jja,16.16663486631397,21.220626732020555,262.663648036223
2025,MB,Manitoba,jja,15.815744854851557,20.95764750621479,213.48674786679007
1959,NB,New Brunswick,jja,16.781675217894197,21.481703316033034,301.35741501527286
1960,NB,New Brunswick,jja,17.467482330603797,22.44554694324256,221.21505754968092
1961,NB,New Brunswick,jja,16.852557300081976,21.663706568111035,253.8677288551246
1962,NB,New Brunswick,jja,15.433526371597429,20.018940947921944,363.2373358648892
1963,NB,New Brunswick,jja,16.49902485064281,21.403907087170804,325.21626612833023
1964,NB,New Brunswick,jja,15.572377520424519,20.663558323314096,243.479296377978
1965,NB,New Brunswick,jja,16.461765626372866,21.612432411869356,217.52732852856465
1966,NB,New Brunswick,jja,17.103236183234845,22.262685859664963,209.3976197561126
1967,NB,New Brunswick,jja,18.092353130815948,23.18620458045472,275.96873030894733
1968,NB,New Brunswick,jja,16.20944822136162,21.52260695932917,195.436480965027
1969,NB,New Brunswick,jja,16.79475587523395,21.777997066961458,239.7805460430928
1970,NB,New Brunswick,jja,17.31976573397572,22.51970513401468,312.901842220285
1971,NB,New Brunswick,jja,16.552164692393326,21.6230021264964,263.41650854457197
1972,NB,New Brunswick,jja,16.10641233070606,20.882265722610043,351.288424218722
1973,NB,New Brunswick,jja,18.185617528514854,22.719751270203695,347.19414932108936
1974,NB,New Brunswick,jja,17.074474708985072,22.08337764775946,284.1246959704225
1975,NB,New Brunswick,jja,17.893708536476908,22.724157159169295,236.8266905136584
1976,NB,New Brunswick,jja,17.51043594976179,22.36159791300243,329.41084611097074
1977,NB,New Brunswick,jja,16.346365766579048,20.782700032760037,334.60515704942503
1978,NB,New Brunswick,jja,17.291588955206887,22.365488193237894,234.11960731364925
1979,NB,New Brunswick,jja,17.310934674241857,21.918969635601755,277.82004783462565
1980,NB,New Brunswick,jja,16.488532185652538,21.15864905780017,337.6987465662157
1981,NB,New Brunswick,jja,16.74196354528735,21.36956056769057,363.84907450525975
1982,NB,New Brunswick,jja,15.956703793086987,20.669073302258603,345.20295256996303
1983,NB,New Brunswick,jja,17.16388941580994,21.94163880527418,302.526152506277
1984,NB,New Brunswick,jja,17.377628145380786,21.863431222842685,393.006515828006
1985,NB,New Brunswick,jja,16.53690708354847,21.148110969241348,296.49555104339066
1986,NB,New Brunswick,jja,15.348009864579787,19.878237924845145,318.3635264828611
1987,NB,New Brunswick,jja,16.90511970362155,21.663497625092845,226.59479046812825
1988,NB,New Brunswick,jja,17.128787944605,21.754764116005894,360.7055471236096
1989,NB,New Brunswick,jja,16.927642117108796,21.4563580369537,287.56617121270966
1990,NB,New Brunswick,jja,18.059234742431745,22.820950686024766,284.29544996775115
1991,NB,New Brunswick,jja,17.672218946397088,22.645580269480863,294.83415676762644
1992,NB,New Brunswick,jja,15.846488398500904,20.257366591255778,368.9049938779534
1993,NB,New Brunswick,jja,16.74484641438069,21.646885205437336,294.9907587194447
1994,NB,New Brunswick,jja,17.659532261090984,22.23880958830886,320.99722455333233
1995,NB,New Brunswick,jja,18.322384003994788,23.437028966260403,231.2108436713402
1996,NB,New Brunswick,jja,17.010695547527344,21.702271663916544,295.52546174441665
1997,NB,New Brunswick,jja,16.684287016840784,21.48538347592486,261.10600444789543
1998,NB,New Brunswick,jja,17.112119352001645,21.713190706772924,341.1815015669503
1999,NB,New Brunswick,jja,18.215293448293718,23.06995578349092,264.22315832356566
2000,NB,New Brunswick,jja,16.454873849471696,21.077205855393913,261.22736090316346
2001,NB,New Brunswick,jja,17.802029365697496,22.62092825339111,248.5156274334304
2002,NB,New Brunswick,jja,16.751739952741623,21.47084346172262,251.36835697975422
2003,NB,New Brunswick,jja,17.470763698070026,21.97692620027764,330.7355080118357
2004,NB,New Brunswick,jja,16.411752599495998,20.883207561028417,309.6711484520319
2005,NB,New Brunswick,jja,17.799497833254964,22.75354043136186,251.8219227246514
2006,NB,New Brunswick,jja,17.430298297120878,21.861658204129807,336.97256087862195
2007,NB,New Brunswick,jja,16.877887114706986,21.647089734271066,310.858839735815
2008,NB,New Brunswick,jja,17.171508271024145,21.53677729231377,341.96585770681827
2009,NB,New Brunswick,jja,16.744998284564257,20.844836129477613,368.83588120859554
2010,NB,New Brunswick,jja,17.77496637978058,22.356943830975744,282.33442280955967
2011,NB,New Brunswick,jja,16.85645547266938,21.32240502884941,404.63086952537145
2012,NB,New Brunswick,jja,17.7445770132129,22.320953874003056,289.67573730452006
2013,NB,New Brunswick,jja,17.304464755298937,21.86941543911263,380.2686015874726
2014,NB,New Brunswick,jja,17.81079465184571,22.39677851667407,431.7197091275741
2015,NB,New Brunswick,jja,16.914816870387998,21.38611554009962,280.6776308642102
2016,NB,New Brunswick,jja,17.327271197145407,21.947829527700183,318.1633996732708
2017,NB,New Brunswick,jja,17.43103134980669,22.280585218857627,201.0050041405315
2018,NB,New Brunswick,jja,18.37183139054727,23.481228530687936,290.7007546735831
2019,NB,New Brunswick,jja,17.512484322986246,22.350965038582892,291.9859959092727
2020,NB,New Brunswick,jja,18.451206700547495,23.363549733301188,207.81579004777615
2021,NB,New Brunswick,jja,18.44212788475054,23.06033400764021,309.2082428555129
2022,NB,New Brunswick,jja,17.962138460505944,22.577182595890324,350.640141577515
2023,NB,New Brunswick,jja,17.53140916897021,21.579170996864434,460.8365199856726
2024,NB,New Brunswick,jja,18.945403615115772,23.633405804692472,306.43449150799285
2025,NB,New Brunswick,jja,18.488106413529877,23.548360869260364,214.95135884006254
1959,NL,Newfoundland and Labrador,jja,12.148397324993955,16.710960854412644,262.700023167763
1960,NL,Newfoundland and Labrador,jja,12.22202290844681,16.627212686769255,329.2564693448251
1961,NL,Newfoundland and Labrador,jja,11.785575497660687,16.312156084189255,264.8149578879821
1962,NL,Newfoundland and Labrador,jja,10.534637148256312,14.983358355544102,285.9323609343691
1963,NL,Newfoundland and Labrador,jja,9.999428162512606,14.2424328803804,340.86625713544055
1964,NL,Newfoundland and Labrador,jja,10.286858972064431,14.77972156284156,311.9220525478777
1965,NL,Newfoundland and Labrador,jja,10.165555433750516,14.360491580846992,368.56735526537324
1966,NL,Newfoundland and Labrador,jja,10.75397458859041,14.892174304946527,373.12713581880416
1967,NL,Newfoundland and Labrador,jja,12.915802146770218,17.526216431119956,261.97889462163477
1968,NL,Newfoundland and Labrador,jja,9.326649196413149,13.463841544387446,327.770132967083
1969,NL,Newfoundland and Labrador,jja,10.62199939112384,14.79089826472217,288.7932752239839
1970,NL,Newfoundland and Labrador,jja,11.298404424625419,15.698869929520889,264.51604849097
1971,NL,Newfoundland and Labrador,jja,10.845109128064152,15.055694582544191,303.0836957691788
1972,NL,Newfoundland and Labrador,jja,10.20200990293923,14.669717486469384,263.8249412138366
1973,NL,Newfoundland and Labrador,jja,12.640809898811735,17.002930555954524,322.20462821976724
1974,NL,Newfoundland and Labrador,jja,11.129730991542733,15.640426182467193,251.82636031830725
1975,NL,Newfoundland and Labrador,jja,11.750806941144504,16.10148703730648,278.67464179023307
1976,NL,Newfoundland and Labrador,jja,11.455616775349934,16.086652571683256,280.45771628395164
1977,NL,Newfoundland and Labrador,jja,10.979438974304513,15.10502618559659,318.89198591598375
1978,NL,Newfoundland and Labrador,jja,10.87941985156619,15.256863779000803,341.76696112249914
1979,NL,Newfoundland and Labrador,jja,12.456404556895967,16.9909026197075,378.16905968842434
1980,NL,Newfoundland and Labrador,jja,10.836595721103217,14.91675336655734,315.9155907184544
1981,NL,Newfoundland and Labrador,jja,11.058152521876172,15.377083084067824,320.1613908860069
1982,NL,Newfoundland and Labrador,jja,10.596837626532992,14.81616188323204,296.95417083531
1983,NL,Newfoundland and Labrador,jja,11.824132545997054,16.15098764483147,327.57499723365225
1984,NL,Newfoundland and Labrador,jja,11.912007089327027,16.18890677418282,298.0605378722663
1985,NL,Newfoundland and Labrador,jja,11.691941928941088,16.050026877743573,305.26632808773803
1986,NL,Newfoundland and Labrador,jja,10.588904637748525,14.735027806234637,298.3563242707543
1987,NL,Newfoundland and Labrador,jja,11.685959234072088,15.87432944951138,259.63556817552717
1988,NL,Newfoundland and Labrador,jja,11.40119869026393,15.765062059272466,291.5832485326889
1989,NL,Newfoundland and Labrador,jja,12.35028528407244,16.658041621307508,315.6295180463505
1990,NL,Newfoundland and Labrador,jja,11.815503000636545,16.22806264531685,260.46500258493865
1991,NL,Newfoundland and Labrador,jja,10.313875736794149,14.488166647193875,312.014730740885
1992,NL,Newfoundland and Labrador,jja,9.834591569001466,13.931920049103944,309.9714263564585
1993,NL,Newfoundland and Labrador,jja,11.084207348772399,15.36175693312319,268.01080590817713
1994,NL,Newfoundland and Labrador,jja,11.764980510589895,16.032822921146696,318.84251355144005
1995,NL,Newfoundland and Labrador,jja,12.002386586867061,16.516441215641535,295.81521163222743
1996,NL,Newfoundland and Labrador,jja,11.81730200411289,16.181304563648766,324.4881275637039
1997,NL,Newfoundland and Labrador,jja,10.713202050170604,14.985665685073213,347.0257015639452
1998,NL,Newfoundland and Labrador,jja,12.723419274146769,16.937868589790018,301.6316392170917
1999,NL,Newfoundland and Labrador,jja,12.888067387258346,17.147660125738355,352.1550169746716
2000,NL,Newfoundland and Labrador,jja,12.233743607595276,16.466517656767255,301.3559552877158
2001,NL,Newfoundland and Labrador,jja,12.122987000420215,16.285676986806823,309.58658320453793
2002,NL,Newfoundland and Labrador,jja,11.123134554420817,15.37416883888694,310.37385667039905
2003,NL,Newfoundland and Labrador,jja,12.563568907629246,16.917629057413027,302.69043313593534
2004,NL,Newfoundland and Labrador,jja,12.136493482730971,16.18529152299961,303.90113155295853
2005,NL,Newfoundland and Labrador,jja,12.787237907237138,17.31982251183586,281.2388136572083
2006,NL,Newfoundland and Labrador,jja,13.014481272767965,17.183073583802248,350.01707990093854
2007,NL,Newfoundland and Labrador,jja,12.277094722188354,16.479089509381755,293.72517626374673
2008,NL,Newfoundland and Labrador,jja,13.069888653980849,17.090912854426243,293.4061960018089
2009,NL,Newfoundland and Labrador,jja,11.893605548973836,15.99546893183797,299.9709963796599
2010,NL,Newfoundland and Labrador,jja,12.474560292960081,16.568572502224796,330.07883640658474
2011,NL,Newfoundland and Labrador,jja,11.73491174152301,15.696660478803947,316.30175735466804
2012,NL,Newfoundland and Labrador,jja,14.236113730240795,18.440657362511875,266.1996361995956
2013,NL,Newfoundland and Labrador,jja,12.25271338101456,16.599117321743044,308.8546624454048
2014,NL,Newfoundland and Labrador,jja,13.755192178703638,18.132098177802174,288.4108098426168
2015,NL,Newfoundland and Labrador,jja,12.078506145903937,16.25487067050477,299.40194898596286
2016,NL,Newfoundland and Labrador,jja,11.753961696465122,15.631057721541376,335.97397625618106
2017,NL,Newfoundland and Labrador,jja,11.951267893228755,16.05082461449292,346.44278329927886
2018,NL,Newfoundland and Labrador,jja,11.668896462181022,15.991003954645103,325.79838467058494
2019,NL,Newfoundland and Labrador,jja,11.74854200957408,15.827488322239073,331.56637812163035
2020,NL,Newfoundland and Labrador,jja,13.097888111036486,17.349189388156244,341.3970136077883
2021,NL,Newfoundland and Labrador,jja,13.392611097895058,17.75805422863736,305.138889341336
2022,NL,Newfoundland and Labrador,jja,13.241058045846922,17.462540234324948,329.7490258148545
2023,NL,Newfoundland and Labrador,jja,14.03622118303306,18.12398971969613,333.60915799547996
2024,NL,Newfoundland and Labrador,jja,15.017315118095661,19.614342527081064,265.25716306093403
2025,NL,Newfoundland and Labrador,jja,13.466974902847376,17.93535976648674,325.758274459085
1959,NS,Nova Scotia,jja,16.057428431731868,20.134625220977377,339.4589641310726
1960,NS,Nova Scotia,jja,17.151343462954777,21.58819470752239,179.86028847344136
1961,NS,Nova Scotia,jja,16.639462361771333,20.988270156712396,206.77096702584936
1962,NS,Nova Scotia,jja,15.161138011301414,19.305161684788565,326.7490462335343
1963,NS,Nova Scotia,jja,16.13808002934378,20.60521877773723,268.47710891420525
1964,NS,Nova Scotia,jja,14.945329007249118,19.214933080599277,316.4976458978686
1965,NS,Nova Scotia,jja,16.33650795995383,21.066754765354396,186.96478812660794
1966,NS,Nova Scotia,jja,16.464387359746766,20.995966583065282,199.66082496891175
1967,NS,Nova Scotia,jja,17.27447434864753,21.68292825883454,246.08761137249203
1968,NS,Nova Scotia,jja,15.6150464171399,19.911196013806947,259.2403941185601
1969,NS,Nova Scotia,jja,16.399463981679574,20.90595824956245,194.32063076037866
1970,NS,Nova Scotia,jja,16.774915000108532,21.17679957660717,335.52250102539114
1971,NS,Nova Scotia,jja,16.520270173900794,20.923950531525406,259.7871459569669
1972,NS,Nova Scotia,jja,16.49763014517386,20.71602445487143,247.84451289703176
1973,NS,Nova Scotia,jja,17.6095985565153,21.45317980742083,393.005059135779
1974,NS,Nova Scotia,jja,16.32345899855773,20.663870279846268,250.55183626866855
1975,NS,Nova Scotia,jja,17.30666323698822,21.85015661184135,180.39173558417227
1976,NS,Nova Scotia,jja,17.57821853056296,21.875656189769366,244.13850669821147
1977,NS,Nova Scotia,jja,16.60690344817408,20.62803476818829,340.5994658330132
1978,NS,Nova Scotia,jja,17.071801125175043,21.482356067066537,197.47743720379495
1979,NS,Nova Scotia,jja,17.002151885624855,21.025063732598923,306.76597730989585
1980,NS,Nova Scotia,jja,16.261662766742756,20.43517180273046,269.57465421981294
1981,NS,Nova Scotia,jja,16.51813663233496,20.64321317073915,265.8950007775661
1982,NS,Nova Scotia,jja,15.857636326718039,19.844314194584236,302.0141977994633
1983,NS,Nova Scotia,jja,17.053037571547346,21.041652688347146,332.711448220567
1984,NS,Nova Scotia,jja,17.889432613334748,21.98778905926205,302.28898974355104
1985,NS,Nova Scotia,jja,16.386232147457957,20.369428555944975,460.1782152645755
1986,NS,Nova Scotia,jja,15.63332573834532,19.43893733822809,310.7074383136933
1987,NS,Nova Scotia,jja,16.605587106560602,20.807335915008235,217.27149783795159
1988,NS,Nova Scotia,jja,16.902661243174933,20.91323113139296,365.0151242979158
1989,NS,Nova Scotia,jja,17.023880748263178,21.098820661644204,234.96977100885783
1990,NS,Nova Scotia,jja,17.94913624613215,22.178307694278278,215.460673398074
1991,NS,Nova Scotia,jja,17.230147678933882,21.696157452126403,235.072077212865
1992,NS,Nova Scotia,jja,16.147338259690205,20.29851387601019,252.02731394813884
1993,NS,Nova Scotia,jja,16.18419991025993,20.275427468708518,238.59643724633287
1994,NS,Nova Scotia,jja,17.96799991745756,21.9412567349407,257.00378578049
1995,NS,Nova Scotia,jja,17.261728073791858,21.4595165920379,335.0856953259239
1996,NS,Nova Scotia,jja,16.61372266943477,20.73831374937281,283.2745607355949
1997,NS,Nova Scotia,jja,16.443210063540555,20.651736516601822,211.20410488187676
1998,NS,Nova Scotia,jja,16.987496732070888,20.96038351950546,285.32888549013853
1999,NS,Nova Scotia,jja,18.150544957964257,22.291934126079813,312.5748702857495
2000,NS,Nova Scotia,jja,16.710522918616842,20.784299166189577,221.15035760179174
2001,NS,Nova Scotia,jja,17.5223792511848,21.719320953978173,230.94868217619776
2002,NS,Nova Scotia,jja,16.547620525552052,20.685972384700197,228.34844770968894
2003,NS,Nova Scotia,jja,17.48532338614374,21.51048414663013,277.6186861407031
2004,NS,Nova Scotia,jja,16.477585690237657,20.412150562635116,266.3052195152903
2005,NS,Nova Scotia,jja,17.294990765085668,21.61597169259405,210.75760643054454
2006,NS,Nova Scotia,jja,17.477112163498926,21.184685074959702,413.7244138027959
2007,NS,Nova Scotia,jja,16.730834335003177,20.722238181067393,354.227840823724
2008,NS,Nova Scotia,jja,17.46282286811755,21.28942492477386,329.34890966695025
2009,NS,Nova Scotia,jja,17.161137460732235,20.864010801861617,361.4829450590479
2010,NS,Nova Scotia,jja,17.703591374458668,21.67872676349091,343.4739425719548
2011,NS,Nova Scotia,jja,16.47426890488268,20.262217041155218,320.3192036170457
2012,NS,Nova Scotia,jja,17.683076877321948,21.64480009388626,272.67032302742484
2013,NS,Nova Scotia,jja,17.968292338598992,21.914662546112286,355.0104323983393
2014,NS,Nova Scotia,jja,17.515071735890512,21.59896631287839,295.448846124213
2015,NS,Nova Scotia,jja,16.83995352743483,20.67278996230798,378.3591508375605
2016,NS,Nova Scotia,jja,17.18805967284162,21.28440873598103,238.9588612918852
2017,NS,Nova Scotia,jja,17.279729765749504,21.32484948917208,288.44117071446976
2018,NS,Nova Scotia,jja,17.906612661028998,22.229971064226156,248.34818617137867
2019,NS,Nova Scotia,jja,17.264046444560204,21.46265888353543,345.2176674444257
2020,NS,Nova Scotia,jja,18.129394917924998,22.314983961105206,218.47073788912493
2021,NS,Nova Scotia,jja,18.378592686514093,22.34001585539197,281.7153822877726
2022,NS,Nova Scotia,jja,18.322046055272025,22.314850103911038,269.7221039446343
2023,NS,Nova Scotia,jja,17.83508573918936,21.460512682787275,457.40636729555416
2024,NS,Nova Scotia,jja,18.63474410518923,22.531537119668755,269.08737339458867
2025,NS,Nova Scotia,jja,18.12945281315874,22.694473701262567,170.29977090771888
1959,NT,Northwest Territories,jja,9.422577721519273,13.846602546745371,147.89690329359172
1960,NT,Northwest Territories,jja,12.063132384858024,16.672273245325734,200.980241969377
1961,NT,Northwest Territories,jja,14.017397230004608,19.156862922593977,164.6386359472098
1962,NT,Northwest Territories,jja,12.58894996676588,17.294988335453876,215.38407444381372
1963,NT,Northwest Territories,jja,12.921513311264993,17.788612055957017,221.8879110992708
1964,NT,Northwest Territories,jja,12.727294005729654,17.821238744354183,135.63949270803633
1965,NT,Northwest Territories,jja,11.996264556044752,16.900509071729726,161.97800705009823
1966,NT,Northwest Territories,jja,12.924077551318776,17.883071426666955,160.16312613349697
1967,NT,Northwest Territories,jja,11.886828390175438,17.265842349635115,146.11408063606567
1968,NT,Northwest Territories,jja,11.44656666915886,16.193730471208305,130.9442856114508
1969,NT,Northwest Territories,jja,11.461206798184278,16.571391388438073,184.4482448462236
1970,NT,Northwest Territories,jja,13.029826315691327,17.98987127009217,192.83184391527425
1971,NT,Northwest Territories,jja,13.187022395659563,18.21108720840786,129.03468429771735
1972,NT,Northwest Territories,jja,12.69184054089953,17.799046984016382,144.36227794630702
1973,NT,Northwest Territories,jja,13.486683310035925,18.0584047855298,187.3165602799969
1974,NT,Northwest Territories,jja,11.381379492838198,16.181062667160607,215.56496434291174
1975,NT,Northwest Territories,jja,13.228872851006258,18.087988451327615,155.28243460305788
1976,NT,Northwest Territories,jja,12.678980050373927,17.759978648708742,159.1796795160696
1977,NT,Northwest Territories,jja,11.484480787426612,16.012635222221885,147.94658898419326
1978,NT,Northwest Territories,jja,10.357672922511947,15.375819699978653,152.1217028762938
1979,NT,Northwest Territories,jja,12.843434138715939,18.01940794046143,144.75259074704496
1980,NT,Northwest Territories,jja,12.67042406394745,17.5800568660756,155.45726573255487
1981,NT,Northwest Territories,jja,13.059381753396725,18.16275239459311,168.84659659044917
1982,NT,Northwest Territories,jja,12.229103899489836,17.252054549079325,155.42322938158378
1983,NT,Northwest Territories,jja,12.967094185602926,17.926944348612626,158.42876870056466
1984,NT,Northwest Territories,jja,13.214043221016563,17.849224678973293,241.32092067879404
1985,NT,Northwest Territories,jja,11.128349484529679,16.02952418258314,160.3372216301192
1986,NT,Northwest Territories,jja,11.818614061422215,17.036909655930373,179.75154262567565
1987,NT,Northwest Territories,jja,11.793060295157133,16.768143250952818,152.12300044202436
1988,NT,Northwest Territories,jja,12.8954952758439,17.837280889866186,205.37173083170643
1989,NT,Northwest Territories,jja,14.641030578571769,19.939516286058037,145.70026823988934
1990,NT,Northwest Territories,jja,12.251832258148253,17.193367530377326,194.19459620509036
1991,NT,Northwest Territories,jja,12.933832902817953,17.952741149619044,202.34107920865353
1992,NT,Northwest Territories,jja,12.159287932421682,17.512621773847684,125.68342642604276
1993,NT,Northwest Territories,jja,12.426487496607985,17.142322853602273,155.47780577298496
1994,NT,Northwest Territories,jja,15.263006227602139,20.580375515397048,124.09886092214992
1995,NT,Northwest Territories,jja,13.08872095328695,17.778951204494483,162.61941952499834
1996,NT,Northwest Territories,jja,13.149106718905026,18.095492214256964,193.15778102570133
1997,NT,Northwest Territories,jja,13.324586486497436,18.154373481188337,180.91278734800994
1998,NT,Northwest Territories,jja,14.78799139205807,19.5582144408379,188.15847682566806
1999,NT,Northwest Territories,jja,12.351972605979512,17.287319897115417,168.5680706320224
2000,NT,Northwest Territories,jja,12.478544624385027,17.143292873468766,188.60010155393667
2001,NT,Northwest Territories,jja,12.508536808050561,17.28768365704192,170.58440769791648
2002,NT,Northwest Territories,jja,11.754315471974577,16.63789035760316,221.86118525174854
2003,NT,Northwest Territories,jja,12.545937656576534,17.50817641588304,185.60514601258478
2004,NT,Northwest Territories,jja,12.409175972368644,17.620844110270465,109.35693283263493
2005,NT,Northwest Territories,jja,11.28507099127061,16.034022085390735,177.26611501265822
2006,NT,Northwest Territories,jja,13.719521603577668,18.444462166631872,181.2218765968689
2007,NT,Northwest Territories,jja,12.444714597725731,16.977593632262455,149.42680200916925
2008,NT,Northwest Territories,jja,12.641474458494937,17.280648394380897,186.65585670367733
2009,NT,Northwest Territories,jja,11.834138682435132,16.69319680917269,171.11951888061043
2010,NT,Northwest Territories,jja,13.571321005526435,18.291754963705543,199.02256743363537
2011,NT,Northwest Territories,jja,13.108748341143237,17.692230146383235,201.61914598528674
2012,NT,Northwest Territories,jja,14.782333421899928,19.51801545202536,174.69093726450015
2013,NT,Northwest Territories,jja,14.108164196713206,19.19428824335261,155.74315246589273
2014,NT,Northwest Territories,jja,14.221640749340065,19.294691491583837,154.04830471551855
2015,NT,Northwest Territories,jja,12.918193598767669,17.540302112850554,200.00338652500142
2016,NT,Northwest Territories,jja,14.069082447726037,18.931298097704627,183.0929530117457
2017,NT,Northwest Territories,jja,14.166409926450262,19.23605367129657,182.56448240221
2018,NT,Northwest Territories,jja,12.550016567533529,17.373706194735632,213.43985889388293
2019,NT,Northwest Territories,jja,11.328245388079049,15.963314420821359,203.3911243031677
2020,NT,Northwest Territories,jja,12.779630188301347,17.265653069308847,221.88045304545494
2021,NT,Northwest Territories,jja,13.391238135573149,18.631896519747404,184.36699902193797
2022,NT,Northwest Territories,jja,14.498182717789339,19.529411066150903,147.13292328207964
2023,NT,Northwest Territories,jja,15.752459401771167,20.658405964619615,159.45177253351056
2024,NT,Northwest Territories,jja,14.353405151217581,19.369379650716308,151.1116837060537
2025,NT,Northwest Territories,jja,13.597452698443675,18.76561666044406,144.07983917583638
1959,NU,Nunavut,jja,6.5303046015034045,10.10442217232401,173.0945771483571
1960,NU,Nunavut,jja,10.332360048490548,14.631483911698044,226.13942843578434
1961,NU,Nunavut,jja,10.786910266605082,15.781198819817204,170.8917145236762
1962,NU,Nunavut,jja,9.860338818979812,14.2853583798378,171.75522575206912
1963,NU,Nunavut,jja,9.926226569343775,14.653597898669211,175.37649190301863
1964,NU,Nunavut,jja,10.185874623465846,15.150463201778209,119.45328197003963
1965,NU,Nunavut,jja,8.59259838310306,13.04097450725805,156.51605880236806
1966,NU,Nunavut,jja,11.213739971118628,16.023506999374195,153.27396431995584
1967,NU,Nunavut,jja,8.701557232093114,13.700421768786471,142.88025539637934
1968,NU,Nunavut,jja,7.595528651604432,11.584275789190045,148.41033259845463
1969,NU,Nunavut,jja,8.519462106551787,12.742806407029112,163.64803031921676
1970,NU,Nunavut,jja,10.613888795330737,15.320958264956936,190.17760860593668
1971,NU,Nunavut,jja,9.674327708482263,14.276230867786431,143.37186430673853
1972,NU,Nunavut,jja,8.067510836273767,12.687625808943471,155.5196479067614
1973,NU,Nunavut,jja,11.9235321760673,16.68539498774725,159.8901887810414
1974,NU,Nunavut,jja,9.576668508954576,14.19676939478407,197.88927463501133
1975,NU,Nunavut,jja,10.65113857669972,15.46566445785196,134.1201742109422
1976,NU,Nunavut,jja,9.933963449275117,15.056345623250138,136.18495113799958
1977,NU,Nunavut,jja,8.747205540864073,12.864028004168814,174.11903824958458
1978,NU,Nunavut,jja,5.9478477229152285,10.194079246943957,174.19020875516586
1979,NU,Nunavut,jja,8.298675864948468,13.033248745413982,137.3649598488997
1980,NU,Nunavut,jja,9.635153457234328,14.343036547623635,171.35768788834199
1981,NU,Nunavut,jja,10.55876343190535,15.596648810990104,162.69204376792896
1982,NU,Nunavut,jja,8.810071630178054,13.431898262664722,145.57368677746112
1983,NU,Nunavut,jja,9.834229572726896,14.416420648483976,190.1891142241218
1984,NU,Nunavut,jja,11.343284214777979,15.969532889288455,204.46586211937569
1985,NU,Nunavut,jja,8.798115417834437,13.38526710208502,195.11655108876835
1986,NU,Nunavut,jja,8.182485175834007,12.855664048722726,163.03447541670076
1987,NU,Nunavut,jja,7.736137655116246,11.897713957037148,221.0057701238463
1988,NU,Nunavut,jja,10.375675419100684,15.214613598042865,152.7365081908364
1989,NU,Nunavut,jja,11.088278024505748,16.234377108946198,139.50038164123737
1990,NU,Nunavut,jja,8.60919729423384,13.147518621005812,182.69856651938787
1991,NU,Nunavut,jja,11.666609729862882,16.87029515880998,163.59732113723334
1992,NU,Nunavut,jja,8.131670274186389,13.080725040472414,119.916240990185
1993,NU,Nunavut,jja,9.450575060800507,13.65694537651169,174.60688856229407
1994,NU,Nunavut,jja,11.969132533024611,17.502444307975193,127.32176056402096
1995,NU,Nunavut,jja,10.079549880511605,14.601672326665716,202.72975756458115
1996,NU,Nunavut,jja,11.897282655555944,16.812180897440655,183.45868844647686
1997,NU,Nunavut,jja,11.08379013906534,15.934209600499745,145.17646852812214
1998,NU,Nunavut,jja,12.21318497749984,17.046952978397815,153.0414645571652
1999,NU,Nunavut,jja,9.306296584865825,13.863299253663252,198.66347475796
2000,NU,Nunavut,jja,10.306315461804731,14.870030740377564,139.60454784481553
2001,NU,Nunavut,jja,9.512325773783568,13.898132082203256,168.3918082894908
2002,NU,Nunavut,jja,9.349779660544474,13.791643343936839,212.4917873509306
2003,NU,Nunavut,jja,10.029293060918715,14.875993503904748,183.9037473444326
2004,NU,Nunavut,jja,8.306175886521084,12.733643495655672,136.18736673141353
2005,NU,Nunavut,jja,8.758959694461188,13.078265410124475,185.39900826185416
2006,NU,Nunavut,jja,11.05435548958755,15.794084444079378,153.2076607229595
2007,NU,Nunavut,jja,9.138676220922479,13.097695595593608,165.94895420941995
2008,NU,Nunavut,jja,10.082126267785142,14.593197192826889,214.30793625952043
